,name,bday,spouse,child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,age_diff,age_actress,age_spouse
1629,Shawnee Smith,1969-07-03,Jason Reposar ( m.  1998;  div.  2003) Kai Mattoon ( m.  2005;  div.  2006),3,,"Actress, singer","Orangeburg, South Carolina, U.S.",,,,,49.75324613099516,
1630,Yeardley Smith,1964-07-03,Christopher Grove ( m.  1990;  div.  1992) Daniel Erickson ( m.  2002;  div.  2008),,,"Actress, voice actress, writer, artist","Paris, France",,,,,54.75266432575618,
1631,Jan Smithers,1949-07-03,Kipp Whitman ( m.  1971;  div.  1972) James Brolin ( m.  1986;  div.  1995),1,,Actress,"North Hollywood, Los Angeles, California, U.S.",,,,,69.7536568170462,
1632,Carrie Snodgress,1945-10-27,Robert Jones (m. 1981),Zeke,,Actress,"Barrington, Illinois, U.S.",,,,,73.43614174144575,
1633,Brittany Snow,1986-03-09,,,,Actressproducersinger,"Tampa, Florida, U.S.",,,,,33.071178737414186,
1634,Liza Snyder,1968-03-20,,,,Actress,"Northampton, Massachusetts",,,,,51.04006242427976,
1635,Leelee Sobieski,1983-06-10,Matthew W. Davis ( m.  2008;  div.  2009)     Adam Kimmel  ( m.   2010 ),2,,"Actress, artist","New York City, U.S.",1978-05-08,"Salt Lake City, Utah, U.S.",Actor,5.089769125991635,35.81729946542366,40.907068591415296
1636,Rena Sofer,1968-12-02,Wally Kurth  ( m.  1995–1997) Sanford Bookstaver  ( m.  2003),2,,Actress,"Arcadia, California, U.S.",1958-07-31,"Billings, Montana, U.S.","Actor, singer",10.341074765395593,50.336420323483715,60.677495088879304
1637,Marla Sokoloff,1980-12-19,Alec Puro  ( m.   2009 ),2,,Actress,"San Francisco, California, U.S.",1975-04-25,"Santa Monica, California, U.S.","
Musician
songwriter
composer
",5.653777969431268,38.28962949273428,43.943407462165545
1638,Sarah Sokolovic,,,,,Actress,,,,,,,
1639,P. J. Soles,1950-07-17,J. Steven Soles ( m.  1973;  div.  1975) Dennis Quaid ( m.  1978;  div.  1983) Skip Holm ( m.  1983;  div.  1998),2,,Actress,"Frankfurt, Germany",,,,,68.71599006139756,
1640,Bonnie Somerville,1974-02-24,,,,"Actress, singer","Brooklyn, New York, U.S.",,,,,45.10701794013566,
1641,Phyllis Somerville,1943-12-12,,,,"Actress, singer","Iowa City, Iowa, U.S.",,,,,75.31160804123287,
1642,Suzanne Somers,1946-10-16,Bruce Somers (1965–68)  Alan Hamel  (1977–present),Bruce Somers Jr (born 1965),,"Actress, author, singer, businesswoman","San Bruno, California, U.S.",,,,,72.46692266097182,
1643,Gale Sondergaard,1899-02-15,Neill O'Malley ( m.  1922;  div.  1930)     Herbert J. Biberman ( m.  1930; died 1971),2,,Actress,"Litchfield, Minnesota, U.S.",,,,,120.13114574563475,
1644,Brenda Song,1988-03-27,Macaulay Culkin  (2017–present),,,Actress,"Carmichael, California, U.S.",,,,,31.02048638917979,
1645,Mira Sorvino,1967-09-28,Christopher Backus  ( m.  2004),4,,Actress,"Manhattan, New York, U.S.",1981-10-30,"Mission Viejo, California","Actor, director and screenwriter",-14.08926945796286,51.51645824349576,37.4271887855329
1646,Shannyn Sossamon,1978-10-03,Dallas Clayton  (2002–2004),2,,"Actress, dancer, model, musician","Honolulu, Hawaii, U.S.",,,,,40.50185835438099,
1647,Ann Sothern,1909-01-22,"Roger Pryor ( m.  1936;  div.  1943) Robert Sterling ( m.  1943;  div.  1949) , 1 child",Tisha Sterling (born 1944),Minneapolis Central High School,"Actress, singer","Valley City, North Dakota, U.S.",1901-08-27,"New York City, U.S.",Actor,7.406038453903913,110.19801912428045,117.60405757818435
1648,Sissy Spacek,1949-12-25,Jack Fisk  ( m.  1974),"2, including Schuyler Fisk",,Actresssinger,"Quitman, Texas, U.S.",1946-12-19,"Canton, Illinois, U.S.","Set designer, art director, film director",3.0171735217013356,69.27452309082322,72.29169661252456
1649,Jordin Sparks,1989-12-22,Dana Isaiah (m. 2017),1,,"
Singer
songwriter
actress
","Phoenix, Arizona, U.S.",,,,,29.28191543974209,
1650,Britney Spears,1981-12-02,"
 Jason Allen Alexander ( m.   2004 ;  ann.   2004 ) 
 Kevin Federline ( m.   2004 ;  div.   2007 ) 
",2,,"
Singer
songwriter
dancer
actress
","McComb, Mississippi, U.S.",,,,,37.33683785430228,
1651,Tori Spelling,1973-05-16,"
 Charlie Shanian ( m.  2004;  div.  2006) 
 Dean McDermott  ( m.  2006) 
",5,Beverly Hills High School,"
Actress
author
television personality
","Los Angeles, California, U.S.",,,,,45.8845835301204,
1652,Danielle Spencer,1965-06-24,Garry Fields,,,"Actress, veterinarian","Trenton, New Jersey, United States",,,,,53.77796943126827,
1653,Octavia Spencer,1972-05-25,,,,"Actress, author","Montgomery, Alabama, U.S.",,,,,46.859278424608306,
1654,June Squibb,1929-11-06,Edward Sostek (1953–59) Charles Kakatsakis (?–1999),1,,Actress,"Vandalia, Illinois, U.S.",,,,,89.40909122021671,
1655,Kelly Stables,1978-01-26,Kurt Patino ( m.  2005),2,,Actress,"St. Louis, Missouri, U.S.",,,,,41.18633510612812,
1656,Kim Stanley,1925-02-11,Bruce Hall ( m.  1945;  div.  1946) Curt Conway ( m.  1949;  div.  1956) Alfred Ryder ( m.  1958;  div.  1964) Joseph Siegel ( m.  1964;  div.  1967),3,,Actress,"Tularosa, New Mexico, U.S.",,,,,94.14293243529984,
1657,Barbara Stanwyck,1907-07-16,Frank Fay ( m.  1928;  div.  1935) Robert Taylor ( m.  1939;  div.  1952),1,,"Actress, model, dancer","Brooklyn, New York City, U.S.",1891-11-17,"San Francisco, California, U.S.",,15.658090172967276,111.72029542016605,127.37838559313333
1658,Jean Stapleton,1923-01-19,William H. Putch ( m.  1957; died 1983),"2, including John Putch",,Actress,"Manhattan, New York City, U.S.",,,,,96.20731431856917,
1659,Maureen Stapleton,1925-06-21,"
 Max Allentuck ( m.  1949;  div.  1959) 
 David Rayfiel ( m.  1963;  div.  1966) 
",2,,Actress,"Troy, New York, U.S.",,,,,93.78700452439134,
1660,Karen Steele,1931-03-20,Dr. Maurice Boyd Ruland (1973-1988) (her death),,,,"Honolulu, Territory of Hawaii, U.S.",,,,,88.04287562372944,
1661,Mary Steenburgen,1953-02-08,Malcolm McDowell ( m.  1980;  div.  1990) Ted Danson  ( m.  1995),"2, including Charlie McDowell",,Actress,"Newport, Arkansas, U.S.",1943-06-13,"Horsforth, West Riding of Yorkshire, England",Actor,9.659335920655455,66.15057119584934,75.80990711650479
1662,Leslie Stefanson,1971-05-10,James Spader  (2002–present),1,,"Actress, model, artist, sculptor","Fargo, North Dakota, U.S.",,,,,47.902420994270926,
1663,Hailee Steinfeld,1996-12-11,,,,Actresssinger,"Los Angeles, California, U.S.",,,,,22.311204199949348,
1664,Jan Sterling,1921-04-03,"John Merivale  (1941–1948) Paul Douglas [1]  (1950–1959, his death)",2,,"Actress of stage, film and television","New York City, U.S.",,,,,98.00338131515363,
1665,Mindy Sterling,1953-07-11,,1,,"Actress, voice actress","Paterson, New Jersey, U.S.",,,,,65.73167142378009,
1666,Frances Sternhagen,1930-01-13,Thomas Carlin (1956–1991; his death; 6 children),,,Actress,"Washington, D.C., U.S.",,,,,89.22291354374148,
1667,Connie Stevens,1938-08-08,James Stacy ( m.  1963;  div.  1966) Eddie Fisher ( m.  1967;  div.  1969),Joely FisherTricia Leigh Fisher,,"Actress, director, screenwriter, producer, cinematographer, editor, singer","Brooklyn, New York, U.S.",1936-12-23,"Los Angeles, California, U.S.",Actor,1.623578855144185,80.65600251887444,82.27958137401863
1668,Stella Stevens,1938-10-01,Noble Herman Stephens ( m.  1954–1957),Andrew Stevens,,"Actress, director","Yazoo City, Mississippi, U.S.",,,,,80.50815554049707,
1669,Elaine Stewart,1930-05-31,Bill Carter (1961–63; divorced) Merrill Heatter  (1964–2011; her death); 2 children,Stewart and Gabrielle,,"Actress, model","Montclair, New Jersey",,,,,88.84508237677707,
1670,Kristen Stewart,1990-04-09,Actress Director Model,,,ActressDirectorModel,"Los Angeles, California, U.S.",,,,,28.98622148298733,
1671,Julia Stiles,1981-03-28,Columbia University  ( B.A. ),1,,Actress,"New York City, New York, U.S.",,,,,38.01857669904242,
1672,Emma Stone,1988-11-06,,,,Actress,"Scottsdale, Arizona, U.S.",,,,,30.407195219614366,
1673,Jennifer Stone,1993-02-12,,,,Actress,"Arlington, Texas, U.S.",,,,,26.138798195719282,
1674,Sharon Stone,1958-03-10,Michael Greenburg ( m.  1984;  div.  1990) Phil Bronstein ( m.  1998;  div.  2004),3,,"Actress, model, film producer","Meadville, Pennsylvania, U.S.",,,,,61.069015790878666,
1675,Alyson Stoner,1993-08-11,,,,Actressvoice artistsingerdancermodel,"Toledo, Ohio, U.S.",,,,,25.64597493446135,
1676,Gale Storm,1922-04-05,"Lee Bonnell (1941–1986, his death) 4 children Paul Masterson (1988–1996, his death)",,,Traditional pop singerActress,"Bloomington, Texas, U.S.",,,,,96.99856944358885,
1677,Madeleine Stowe,1958-08-18,Brian Benben  ( m.  1982),1,,Actress,"Los Angeles, California, U.S.",1956-06-18,"Winchester, Virginia, U.S.","Film, stage and television actor",2.1656844425279096,60.62821276275351,62.793897205281425
1678,Beatrice Straight,1914-08-02,Louis Dolivet ( m.  1942;  div.  1949) Peter Cookson ( m.  1949; his death 1990),3,,Actress,"Old Westbury, New York",1908-03-26,"Újradna, Austria-Hungary(now Șanț, Bistrița-Năsăud County, Romania)","Writer, editor, film producer",6.351944256213338,104.67292278417763,111.02486704039097
1679,Susan Strasberg,1938-05-22,Christopher Jones ( m.  1965;  div.  1968),1,,Actress,"New York City, U.S.",1941-08-18,"Jackson, Tennessee, U.S.",Actor,-3.241681896274393,80.86955926541955,77.62787736914515
1680,Meryl Streep,1949-06-22,Don Gummer  ( m.  1978),"
Henry Wolfe Gummer
Mamie Gummer
Grace Gummer
Louisa Gummer
",Vassar College (BA)Yale University (MFA),Actress,"Summit, New Jersey, U.S.",1946-12-12,"Louisville, Kentucky, U.S.",,2.5270881674503927,69.78377379412308,72.31086196157348
1681,Barbra Streisand,1942-04-24,Elliott Gould ( m.  1963;  div.  1971) James Brolin  ( m.   1998 ),Jason Gould,Erasmus Hall High School,"
Singer
actress
filmmaker
","New York City, U.S.",1938-08-29,"Brooklyn, New York City, U.S.",Actor,3.652367947322669,76.94613852440501,80.59850647172769
1682,Brenda Strong,,Tom Henri ( m.  1989;  div.  2011) John Farmanesh-Bocca ( m.  2015),1,,"Actress, yoga instructor","Portland, Oregon, U.S.",,,,,,
1683,Jessica Stroup,1986-10-23,,,,Actress,"Anderson, South Carolina, U.S.",,,,,32.446935939820804,
1684,Sally Struthers,1947-07-28,William C. Rader ( m.  1977;  div.  1983),1,Grant High School,"Actress, spokesperson, activist","Portland, Oregon, U.S.",,,Psychiatrist,,71.6866191639801,
1685,Barbara Stuart,1930-01-03,Dick Gautier ( m.  1967;  div.  1979),,,Actress,"Paris, Illinois, U.S.",1931-10-30,"Culver City, California, U.S.","Actor, comedian, singer, caricaturist",-1.8207081596473575,89.25029261381137,87.42958445416402
1686,Gloria Stuart,1910-07-04,Blair Gordon Newell ( m.  1930;  div.  1934) Arthur Sheekman ( m.  1934; died 1978),1,,"Actress, artist, fine printer","Santa Monica, California, U.S.",,,,,108.7524042245905,
1687,Margaret Sullavan,1909-05-16,Henry Fonda ( m.  1931;  div.  1933) William Wyler ( m.  1934;  div.  1936) Leland Hayward ( m.  1936;  div.  1948) Kenneth Wagg  ( m.  1950),"3, including Brooke Hayward",Chatham Episcopal Institute,Actress,"Norfolk, Virginia, U.S.",1905-05-16,"Grand Island, Nebraska, U.S.",Actor,4.000082137210209,109.88589772548376,113.88597986269396
1688,Kristine Sutherland,1955-04-17,John Pankow  ( m.  1986),1,,Actress,"Boise, Idaho U.S.",1954-04-28,"St. Louis, Missouri, United States",Actor,0.9692190804739317,63.96572140427251,64.93494048474643
1689,Mena Suvari,1979-02-13,Robert Brinkmann ( m.  2000;  div.  2005) Simone Sestito ( m.  2010;  div.  2012) Michael Hope  ( m.  2018),,,"Actress, fashion designer, model","Newport, Rhode Island, U.S.",,,,,40.13771672245152,
1690,Dominique Swain,1980-08-12,,,,"Actress, producer","Malibu, California, United States",,,,,38.642819496635795,
1691,Hilary Swank,1974-07-30,Chad Lowe ( m.  1997;  div.  2007) Philip Schneider ( m.  2018),,,"
Actress
producer
","Lincoln, Nebraska, U.S.",1968-01-15,"Dayton, Ohio, U.S.","Actor, director, producer",6.538121932688556,44.67990444704546,51.21802637973401
1692,Gloria Swanson,1899-03-27,Wallace Beery ( m.  1916;  div.  1918) Herbert K. Somborn ( m.  1919;  div.  1925) Henry de La Falaise ( m.  1925;  div.  1930) Michael Farmer ( m.  1931;  div.  1934) William Davey ( m.  1945;  div.  1946) William Dufty  ( m.  1976),3,Hawthorne Scholastic Academy,"Actress, producer","Chicago, Illinois, U.S.",1885-04-01,"Clay County, Missouri, U.S.","Actor, singer, director",13.985228991697298,120.0216294653552,134.00685845705252
1693,Kristy Swanson,1969-12-19,Lloyd Eisler  ( m.  2009),1,,Actress,"Mission Viejo, California, U.S.",,,,,49.290539846814106,
1694,Jodie Sweetin,1982-01-19,Shaun Holguin ( m.   2002 ;  div.   2006 ) Cody Herpin ( m.   2007 ;  div.   2010 ) Morty Coyle ( m.   2012 ;  div.   2016 ),2,,"Actress, television personality","Los Angeles, California, U.S.",,,,,37.20541831796683,
1695,Taylor Swift,1989-12-13,"
 Tim McGraw 
 Ed Sheeran 
",,,"
Singer-songwriter
record producer
philanthropist
actress
","Reading, Pennsylvania, U.S.",,,,,29.306556602804985,
1696,Loretta Swit,1937-11-04,Dennis Holahan ( m.  1983;  div.  1995),,,Actress,"Passaic, New Jersey, U.S.",1942-11-07,"Stamford, Connecticut, U.S.","Actor, entertainment lawyer",-5.007631915781981,81.41440275981026,76.40677084402829
1697,Wanda Sykes,1964-03-07,Dave Hall ( m.  1991;  div.  1998) Alex Niedbalski ( m.  2008),2,,"
Actress
comedian
writer
","Portsmouth, Virginia, U.S.",,,,,55.075737352580816,
1698,Raven-Symoné,,Raven,,Academy of Art University,"
Actress
model
singer
songwriter
rapper
dancer
television producer
television host
","Atlanta, Georgia, U.S.[1]",,,,,,
1699,Sophia Takal,,Lawrence Michael Levine,,,"
Actress
film director
producer
film editor
","Montclair, New Jersey",,,,,,
1700,Nita Talbot,1930-08-08,Don Gordon ( m.  1954;  div.  1958) Thomas A. Geas ( m.  1961;  div.  19??),1,,Actress,"New York City, New York, U.S.",1926-11-13,"Los Angeles, California, U.S.","Film, television actor",3.7345051575323245,88.65616679329487,92.39067195082718
1701,Patricia Tallman,1957-09-04,Jeffrey Willerth ( m.  1999;  div.  2008),1,Carnegie Mellon University (BFA),ActressStuntwoman [1],"Pontiac, Illinois, United States",,,,,61.58100440118552,
1702,Constance Talmadge,1898-04-19,John Pialoglou ( m.  1920;  div.  1922) Alastair Mackintosh ( m.  1926;  div.  1927) Townsend Netcher ( m.  1929;  div.  1939) Walter Michael Giblin ( m.  1939; died 1964),,,,"Brooklyn, New York, U.S.",,,,,120.95799366174528,
1703,Natalie Talmadge,1896-04-29,Buster Keaton ( m.  1921;  div.  1932),2,,Actress,"Brooklyn, New York City, U.S.",1895-10-04,"Piqua, Kansas, U.S.","Actor, comedian, director, producer, writer, stunt performer",0.5694846574536095,122.929286706777,123.49877136423062
1704,Norma Talmadge,1894-05-02,Joseph Schenck ( m.  1916;  div.  1934) George Jessel ( m.  1934;  div.  1939) Carvel James ( m.  1946; her death 1957),,Erasmus Hall High School,"Actress, producer","Jersey City, New Jersey, U.S.",1876-12-25,"Rybinsk, Yaroslavl Governorate, Russian Empire",Film studio executive,17.350116703286172,124.92248300786464,142.2725997111508
1705,Amber Tamblyn,1983-05-14,David Cross  ( m.  2012),1,,"
Actress
author
poet
","Santa Monica, California, U.S.",,,,,35.891222954612346,
1706,Jessica Tandy,1909-06-07,Jack Hawkins ( m.  1932;  div.  1940) Hume Cronyn  ( m.  1942),3,Guthrie Theater,Actress,"Hackney, London, England",1910-09-14,"Wood Green, Middlesex, England",Actor,-1.2703888512426675,109.82566377133001,108.55527492008734
1707,Katelyn Tarver,1989-11-02,David Blaise ( m.   2014 ),,,"
Actress
singer
","Glennville, Georgia, U.S.",,,,,29.418810790091513,
1708,Sharon Tate,1943-01-24,Roman Polanski  ( m.  1968),Paul Richard Polanski (deceased),,Actressmodel,"Dallas, Texas, U.S.",1933-08-18,"Paris, France","Film director, producer, writer, actor",9.434827546082397,76.19321409748318,85.62804164356558
1709,Christine Taylor,1971-07-30,Ben Stiller ( m.  2000; separated 2017),2,,Actress,"Allentown, Pennsylvania, U.S.",,,,,47.68065052670486,
1710,Elizabeth Taylor,1932-02-27,"
 Conrad Hilton Jr. ( m.  1950;  div.  1951) 
 Michael Wilding ( m.  1952;  div.  1957) 
 Mike Todd ( m.  1957;  d.  1958) 
 Eddie Fisher ( m.  1959;  div.  1964) 
 Richard Burton ( m.  1964;  div.  1974) ( m.  1975;  div.  1976) 
 John Warner ( m.  1976;  div.  1982) 
 Larry Fortensky ( m.  1991;  div.  1996) 
",4,,"Actress, entrepreneur","London, England, UK",,"Dallas, Texas, U.S.",Businessman,,87.1010356133254,
1711,Holland Taylor,1943-01-14,Actress,,,Actress,"Philadelphia, Pennsylvania, U.S.",,,,,76.22059316755306,
1712,Jennifer Taylor,1972-04-19,Paul Taylor ( m.  1997),2,,Actress,"Hoboken, New Jersey",,,,,46.957843076859895,
1713,Leigh Taylor-Young,1945-01-25,Ryan O'Neal ( m.  1967;  div.  1973) Guy McElwaine ( m.  1978;  div.  1983) Craig Sheffer ( m.  2003;  div.  2004) John Morton  ( m.  2013),Patrick O'Neal,,Actress,"Washington, D.C., U.S.",1941-04-20,"Los Angeles, California, U.S.",Actor,3.7673600416161865,74.18906616836759,77.95642620998377
1714,Lili Taylor,1967-02-20,Nick Flynn  ( m.  2009),1,,Actress,"Glencoe, Illinois, U.S.",,,,,52.11879778503323,
1715,Scout Taylor-Compton,1989-02-21,,,,"Actress, singer","Long Beach, California, U.S.",,,,,30.114239169866597,
1716,Aimee Teegarden,1989-10-10,,,,"Actress, model, producer","Downey, California, U.S.",,,,,29.48178265125225,
1717,Tia Texada,1971-12-14,,,,Actress,"Louisiana, U.S.",,,,,47.305557266747435,
1718,Maria Thayer,1975-10-30,,,,"Actress, comedian","Portland, Oregon, U.S.",,,,,43.428680944851706,
1719,Charlize Theron,1975-08-07,Stuart Townsend  (2001–2010),Jackson TheronAugust Theron,,"Actress, producer","Benoni, South Africa",,,,,43.658665133438745,
1720,Tiffani Thiessen,1974-01-23,Brady Smith  ( m.  2005),2,,Actress,"Long Beach, California, U.S.",1971-12-29,"Houston, Texas, U.S.",Actor,2.069857697283312,45.1946309643593,47.26448866164261
1721,Lynne Thigpen,1948-12-22,,,,Actress,"Joliet, Illinois, U.S.",,,,,70.282072869395,
1722,Olivia Thirlby,1986-10-06,,,,Actress,"New York City, New York, U.S.",,,,,32.49348035893961,
1723,Marlo Thomas,1937-11-21,Phil Donahue  ( m.  1980),5 stepchildren,Marymount High School,"Actress, producer, activist, philanthropist","Detroit, Michigan, U.S.",1935-12-21,"Cleveland, Ohio, U.S.","Talk show host, film producer",1.919272811898944,81.36785834069146,83.2871311525904
1724,Lea Thompson,1961-05-31,Howard Deutch  ( m.  1989),Zoey Deutch and Madelyn Deutch,,"
Actress
dancer
director
producer
","Rochester, Minnesota, U.S.",1950-09-14,"New York City, New York, U.S.","Film director, television director",10.710692211339042,57.8437613366462,68.55445354798525
1725,Susanna Thompson,1958-01-27,Martin Katz,,,Actress,"San Diego, California, U.S.",,,,,61.18400788517218,
1726,Tessa Thompson,1983-10-03,,,,"
Actress
singer
songwriter
","Los Angeles, California, United States",,,,,35.50244015961998,
1727,Bella Thorne,1997-10-08,,,,"
Actress
model
singer
director
","Pembroke Pines, Florida, U.S.",,,,,21.48709419084581,
1728,Callie Thorne,1969-11-20,,,,Actress,"Boston, Massachusetts, U.S.",,,,,49.36993915001677,
1729,Courtney Thorne-Smith,1967-11-08,Andrew Conrad ( m.  2000;  div.  2001) Roger Fishman ( m.  2007),1,,Actress,"San Francisco, California, U.S.",,,,,51.40420405620923,
1730,Uma Thurman,1970-04-29,Gary Oldman ( m.  1990;  div.  1992)     Ethan Hawke ( m.  1998;  div.  2005),3; including Maya,,"
Actress
model
","Boston, Massachusetts, U.S.",1958-03-21,"New Cross, London, England","
Actor
filmmaker
musician
",12.107024784903182,48.931874028898605,61.03889881380179
