,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl.1,num_of_m,name_sp_sp_cl.1,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,geo_distance,zodiac,zodiac_sp,sex,divorce,year_m_1,year_div_1,year_m_sp_1,year_div_sp_1,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1
23786,Season Hubley,1951-03-14,Kurt Russell ( m.  1979;  div.  1983) David Hayball ( m.  1992;  div.  1994),1,,"Actress, singer","New York City, New York , U.S.",1951-03-17,"Springfield, Massachusetts , U.S.",Actor,Season Hubley ( m.  1979;  div.  1983),"2, including  Wyatt Russell",-0.008213721020965523,68.14650540394395,68.13829168292297,"['Kurt Russell', 'David Hayball']","[1979, 1992]","[1983, 1994]",['Season Hubley'],[1979],[1983],1.0,2.0,"['Kurt Russell', 'David Hayball']",2.0,['Season Hubley'],1.0,2.0,1.0,dr5regw,drkrs0m,625441.0,2.0,2.0,F,1.0,1979.0,1983.0,1979.0,1979.0,28.0,32.0,28.0,28.0
23790,Kate Hudson,1979-04-19,Chris Robinson ( m.  2000;  div.  2007),3,,"Actress, singer, author, businesswoman","Los Angeles ,  California , U.S.",,,,,,,40.0473657912209,,['Chris Robinson'],[2000],[2007],,,,3.0,,['Chris Robinson'],1.0,,,4.0,,9q5ctr1,,,3.0,,F,1.0,2000.0,2007.0,,,21.0,28.0,,
23791,Felicity Huffman,1962-12-09,William H. Macy  ( m.  1997),2,,Actress,"Bedford,  New York , U.S.",1950-03-13,"Miami ,  Florida , U.S. [1] [2]",Actor,Felicity Huffman  ( m.  1997),2,12.742219210524516,56.406360157977225,69.14857936850174,['William H Macy'],[1997],,['Felicity Huffman'],[1997],,2.0,2.0,['William H Macy'],1.0,['Felicity Huffman'],1.0,1.0,1.0,dr7dkjn,dhwfqq1,5003530.0,11.0,2.0,F,0.0,1997.0,,1997.0,1997.0,35.0,,47.0,47.0
23793,Josephine Hull,1877-01-03,Shelly Hull ( m.  1910; died 1919),,,Actress,"Newtonville, Massachusetts , U.S.",1884-06-17,"Louisville, Kentucky , U.S.",Actor,Josephine Sherwood  ( m.  1910),,-7.452582873022717,142.33557157231155,134.88298869928886,['Shelly Hull'],[1910],,['Josephine Sherwood'],[1910],,,,['Shelly Hull'],1.0,['Josephine Sherwood'],1.0,1.0,1.0,drt2gsu,dng18e8,5003530.0,0.0,5.0,F,0.0,1910.0,,1910.0,1910.0,33.0,,26.0,26.0
23794,Gayle Hunnicutt,1943-02-06,David Hemmings ( m.  1968;  div.  1975) Sir Simon Jenkins ( m.  1978;  div.  2009),"2, including   Nolan Hemmings",,Actress Writer Model,"Fort Worth, Texas , U.S.",1941-11-18,"Guildford ,  Surrey , England","Actor,  director ,  producer ,  screenwriter ,  singer-songwriter  ( operatic   boy soprano ) and  pop singer )",Genista Ouvry ( m.  1960;  div.  1967) Gayle Hunnicutt ( m.  1968;  div.  1975) Prudence de Casembroot ( m.  1976;  div.  1997) Lucy Williams  ( m.  2002),"6, including  Nolan Hemmings",1.2183686181098858,76.24523433061594,77.46360294872585,"['David Hemmings', 'Sir Simon Jenkins']","[1968, 1978]","[1975, 2009]","['Genista Ouvry', 'Gayle Hunnicutt', 'Prudence de Casembroot', 'Lucy Williams']","[1960, 1968, 1976, 2002]","[1967, 1975, 1997]",2.0,6.0,"['David Hemmings', 'Sir Simon Jenkins']",2.0,"['Genista Ouvry', 'Gayle Hunnicutt', 'Prudence de Casembroot', 'Lucy Williams']",4.0,3.0,,9vff34v,gcpe7p2,20000000.0,1.0,10.0,F,1.0,1968.0,1975.0,1960.0,1960.0,25.0,32.0,19.0,19.0
23795,Helen Hunt,1963-06-15,Hank Azaria ( m.  1999;  div.  2000),2,,"Actress, director, screenwriter","Culver City, California , U.S.",1964-04-25,"Queens ,  New York City , U.S.","Actor, voice actor, comedian, producer",Helen Hunt ( m.  1999;  div.  2000) Katie Wright  ( m.  2007),1,-0.8624407072013799,55.89163364066339,55.02919293346202,['Hank Azaria'],[1999],[2000],"['Helen Hunt', 'Katie Wright']","[1999, 2007]",[2000],2.0,1.0,['Hank Azaria'],1.0,"['Helen Hunt', 'Katie Wright']",2.0,3.0,5.0,9q5c9c6,dr5x8y2,20000000.0,5.0,4.0,F,1.0,1999.0,2000.0,1999.0,1999.0,36.0,37.0,35.0,35.0
23796,Linda Hunt,1945-04-02,Karen Kline ( m.  2008),,,Actress,"Morristown, New Jersey , U.S. [1]",,,,,,,74.093239423123,,['Karen Kline'],[2008],,,,,,,['Karen Kline'],1.0,,,1.0,,dr7015h,,,3.0,,F,0.0,2008.0,,,,63.0,,,
23797,Holly Hunter,1958-03-20,Janusz Kamiński ( m.  1995;  div.  2001),2,Carnegie Mellon University (BFA),"Actress, producer","Conyers ,  Georgia , U.S.",1959-06-27,"Ziębice ,  Poland","Cinematographer ,  film director ,  television director",Holly Hunter ( m.  1995;  div.  2001) Rebecca Rankin ( m.  2004;  div.  2010),,-1.2703888512426675,61.1292497450324,59.85886089378974,['Janusz Kamiński'],[1995],[2001],"['Holly Hunter', 'Rebecca Rankin']","[1995, 2004]","[2001, 2010]",2.0,,['Janusz Kamiński'],1.0,"['Holly Hunter', 'Rebecca Rankin']",2.0,2.0,7.0,djur81h,u2upgep,20000000.0,3.0,6.0,F,1.0,1995.0,2001.0,1995.0,1995.0,37.0,43.0,36.0,36.0
23800,Mary Beth Hurt,1946-09-26,William Hurt ( m.  1971;  div.  1982) Paul Schrader  ( m.  1982),2,University of Iowa (BA)New York University (MFA),Actress,"Marshalltown, Iowa , U.S.",1950-03-20,"Washington, D.C. ,  U.S.",Actor,Mary Beth Hurt ( m.  1971;  div.  1982) Heidi Henderson ( m.  1989;  div.  1992),4,-3.479879805882393,72.60929382533523,69.12941401945282,"['William Hurt', 'Paul Schrader']","[1971, 1982]",[1982],"['Mary Beth Hurt', 'Heidi Henderson']","[1971, 1989]","[1982, 1992]",2.0,4.0,"['William Hurt', 'Paul Schrader']",2.0,"['Mary Beth Hurt', 'Heidi Henderson']",2.0,1.0,1.0,9zmzjyf,dqcjqfz,20000000.0,9.0,3.0,F,1.0,1971.0,1982.0,1971.0,1971.0,25.0,36.0,21.0,21.0
23802,Anjelica Huston,1951-07-08,Robert Graham ( m.  1992; died 2008),,Kylemore AbbeyHolland Park School,"Actress, director, producer, author","Santa Monica, California , U.S.",1938-08-19,"Mexico City ,  Mexico",,Joey Graham ( div. )  Anjelica Huston  ( m.  1992),,12.884590374887914,67.8289081911333,80.7134985660212,['Robert Graham'],[1992],,,,,,,['Robert Graham'],1.0,,,4.0,,9q59x9j,9g3w81t,5003530.0,6.0,7.0,F,0.0,1992.0,,,,41.0,,,
23804,Martha Hyer,1924-08-10,C. Ray Stahl ( m.  1951;  div.  1954) Hal B. Wallis ( m.  1966; died 1986),,,Actress,"Fort Worth, Texas , U.S.",,,,,,,94.73705825581635,,"['C Ray Stahl', 'Hal B Wallis']","[1951, 1966]",[1954],,,,,,"['C Ray Stahl', 'Hal B Wallis']",2.0,,,1.0,,9vff34v,,,7.0,,F,1.0,1951.0,1954.0,,,27.0,30.0,,
23807,Laura Innes,1957-08-16,David Brisbin (m. 1988),2,,"Actress, television director","Pontiac, Michigan , U.S.",,,,,,,61.720637658541925,,['David Brisbin'],[1988],,,,,2.0,,['David Brisbin'],1.0,,,3.0,,dpsf8dj,,,7.0,,F,0.0,1988.0,,,,31.0,,,
23808,Kathy Ireland,1963-03-20,Greg Olsen ( m.  1988),3 [2],,"Model, actress, entrepreneur, businesswoman, author","Glendale, California , U.S.",,,,,,,56.1298315502714,,['Greg Olsen'],[1988],,,,,,,['Greg Olsen'],1.0,,,5.0,,9q5fjp3,,,3.0,,F,0.0,1988.0,,,,25.0,,,
23810,Amy Irving,1953-09-10,"
 Steven Spielberg ( m.  1985;  div.  1989) 
 Bruno Barreto ( m.  1996;  div.  2005) 
 Kenneth Bowser  ( m.  2007) 
",2,,Actress,"Palo Alto ,  California , U.S.",1946-12-18,"Cincinnati, Ohio , U.S.","Film producer, film director, screenwriter",Amy Irving ( m.  1985;  div.  1989) Kate Capshaw  ( m.  1991),7 (including  Sasha  and  Jessica Capshaw ),6.7297754231777525,65.65227212057742,72.38204754375519,"['Steven Spielberg', 'Bruno Barreto', 'Kenneth Bowser']","[1985, 1996, 2007]","[1989, 2005]","['Amy Irving', 'Kate Capshaw']","[1985, 1991]",[1989],2.0,7.0,"['Steven Spielberg', 'Bruno Barreto', 'Kenneth Bowser']",3.0,"['Amy Irving', 'Kate Capshaw']",2.0,1.0,5.0,9q9jh84,dngykys,20000000.0,8.0,11.0,F,1.0,1985.0,1989.0,1985.0,1985.0,32.0,36.0,39.0,39.0
23811,Judith Ivey,1951-09-04,Ricardo Gutierrez ( m.  1973;  div.  1978)     Tim Braine ( m.  1989),2 (with Braine),Illinois State University,Actress  &  Theatre director,"El Paso ,  Texas ,  U.S.",,United States,"Actor ,  film director ,  teacher",,,,67.67010958472795,,"['Ricardo Gutierrez', 'Tim Braine']","[1973, 1989]",[1978],,,,2.0,,"['Ricardo Gutierrez', 'Tim Braine']",2.0,,,4.0,6.0,9tsk8y5,9yegjbp,5003530.0,8.0,,F,1.0,1973.0,1978.0,,,22.0,27.0,,
23812,Janet Jackson,1966-05-16,James DeBarge ( m.  1984; ann. 1985) René Elizondo Jr. ( m.  1991;  div.  2000) Wissam Al Mana ( m.  2012;  sep.  2017),1 (with Al Mana),,"
 Singer 
 songwriter 
 dancer 
 actress 
 record producer 
 film producer 
 businesswoman 
 philanthropist 
 author 
","Gary, Indiana ,  U.S.",1963-08-22,"Detroit, Michigan , U.S.",Singer,Janet Jackson ( m.  1984; ann. 1985),"3, including  Kristinia DeBarge",2.73243119297453,52.973024771213645,55.705455964188175,"['James DeBarge', 'René Elizondo Jr', 'Wissam Al Mana']","[1984, 1991, 2012]","[1985, 2000, 2017]",['Janet Jackson'],[1984],[1985],1.0,3.0,"['James DeBarge', 'René Elizondo Jr', 'Wissam Al Mana']",3.0,['Janet Jackson'],1.0,11.0,1.0,dp3ust7,dpsby4p,625441.0,4.0,7.0,F,1.0,1984.0,1985.0,1984.0,1984.0,18.0,19.0,21.0,21.0
23813,Kate Jackson,1948-10-29,Andrew Stevens ( m.  1978;  div.  1981) David Greenwald ( m.  1982;  div.  1984) Tom Hart ( m.  1991;  div.  1993),1,University of Mississippi (withdrawn) Birmingham Southern College (withdrawn) American Academy of Dramatic Arts,"Actress, producer, director","Birmingham ,  Alabama , U.S.",1955-06-10,"Memphis, Tennessee , U.S.","Executive, film producer, film director, actor",Kate Jackson ( m.  1978;  div.  1982) Robyn Suzanne Scott ( m.  1995;  div.  2010) Diana Stevens ( m.  2016;  div.  2018),3,-6.612045421877246,70.517532871996,63.90548745011876,"['Andrew Stevens', 'David Greenwald', 'Tom Hart']","[1978, 1982, 1991]","[1981, 1984, 1993]","['Kate Jackson', 'Robyn Suzanne Scott', 'Diana Stevens']","[1978, 1995, 2016]","[1982, 2010, 2018]",1.0,3.0,"['Andrew Stevens', 'David Greenwald', 'Tom Hart']",3.0,"['Kate Jackson', 'Robyn Suzanne Scott', 'Diana Stevens']",3.0,3.0,6.0,djfq8tf,9ypzyyu,20000000.0,10.0,5.0,F,1.0,1978.0,1981.0,1978.0,1978.0,30.0,33.0,23.0,23.0
23819,Scarlett Johansson,1984-11-22,Ryan Reynolds ( m.  2008;  div.  2011) Romain Dauriac ( m.  2014;  div.  2017),1,,Actress singer,"New York City , U.S.",1976-10-23,"Vancouver ,  British Columbia , Canada","
 Actor 
 comedian 
 film producer 
 screenwriter 
",Scarlett Johansson ( m.  2008;  div.  2011) Blake Lively  ( m.  2012),2,8.082301484630074,34.451083868936394,42.53338535356647,"['Ryan Reynolds', 'Romain Dauriac']","[2008, 2014]","[2011, 2017]","['Scarlett Johansson', 'Blake Lively']","[2008, 2012]",[2011],1.0,2.0,"['Ryan Reynolds', 'Romain Dauriac']",2.0,"['Scarlett Johansson', 'Blake Lively']",2.0,2.0,5.0,dr5regw,c2b2q7d,20000000.0,11.0,10.0,F,1.0,2008.0,2011.0,2008.0,2008.0,24.0,27.0,32.0,32.0
23820,Amy Jo Johnson,1970-10-06,Olivier Giner ( m.  2009),1,,"Actress, singer, songwriter, musician, director","Hyannis, Massachusetts , U.S.",,,,,,,48.581421932004076,,['Olivier Giner'],[2009],,,,,1.0,,['Olivier Giner'],1.0,,,5.0,,drqhbw9,,,9.0,,F,0.0,2009.0,,,,39.0,,,
23827,Angelina Jolie,1975-06-04,Jonny Lee Miller ( m.  1996;  div.  2000) Billy Bob Thornton ( m.  2000;  div.  2003) Brad Pitt ( m.  2014;  div.  2019),6,,"
 Actress 
 filmmaker 
","Los Angeles ,  California , U.S.",1972-11-15,"London ,  England",Actor,"British, American [1]",1,2.5489914235063007,43.92150420610964,46.47049562961594,"['Jonny Lee Miller', 'Billy Bob Thornton', 'Brad Pitt']","[1996, 2000, 2014]","[2000, 2003, 2019]",,,,6.0,1.0,"['Jonny Lee Miller', 'Billy Bob Thornton', 'Brad Pitt']",3.0,,,2.0,1.0,9q5ctr1,gcpvj0d,20000000.0,5.0,10.0,F,1.0,1996.0,2000.0,,,21.0,25.0,,
23829,Carolyn Jones,1930-04-28,"
 Don Donaldson ( m.  1950;  div.  1951) [2] 
 Aaron Spelling ( m.  1953;  div.  1964) 
 Herbert Greene ( m.  1968;  div.  1977) 
 Peter Bailey-Britton ( m.  1982; her death 1983) 
",,Amarillo High School,"Actress, singer","Amarillo, Texas , United States",,,,,,,89.02304633223133,,"['Don Donaldson', '2 Aaron Spelling', 'Herbert Greene', 'Peter Bailey Britton']","[1950, 1953, 1968, 1982]","[1951, 1964, 1977]",,,,,,"['Don Donaldson', '2 Aaron Spelling', 'Herbert Greene', 'Peter Bailey Britton']",4.0,,,2.0,,9wr86gb,,,4.0,,F,1.0,1950.0,1951.0,,,20.0,21.0,,
23831,Janet Jones,1961-01-10,Wayne Gretzky  ( m.  1988),5,,Actress,"Bridgeton, Missouri , United States",,,,,,,58.31741924885521,,['Wayne Gretzky'],[1988],,,,,5.0,,['Wayne Gretzky'],1.0,,,1.0,,9yzsw9k,,,0.0,,F,0.0,1988.0,,,,27.0,,,
23834,Jennifer Jones,1919-03-02,Robert Walker ( m.  1939;  div.  1945) David O. Selznick ( m.  1949; died 1965) Norton Simon ( m.  1971; died 1993),"3, including  Robert Walker Jr.",,"Actress, singer","Tulsa, Oklahoma , U.S.",1918-10-13,"Salt Lake City, Utah , U.S.",Actor,Jennifer Jones ( m.  1939;  div.  1945) Barbara Ford ( m.  1948;  div.  1948) Hanna Hertelendy  ( m.   1949 ),"2,  Robert Walker Jr.  and Michael Walker, actor, born 1941",0.3833069809783911,100.18001738570948,100.56332436668787,"['Robert Walker', 'David O Selznick', 'Norton Simon']","[1939, 1949, 1971]",[1945],"['Jennifer Jones', 'Barbara Ford', 'Hanna Hertelendy']","[1939, 1948, 1949]","[1945, 1948]",3.0,,"['Robert Walker', 'David O Selznick', 'Norton Simon']",3.0,"['Jennifer Jones', 'Barbara Ford', 'Hanna Hertelendy']",3.0,2.0,1.0,9y7txts,9x0rvu7,5003530.0,2.0,9.0,F,1.0,1939.0,1945.0,1939.0,1939.0,20.0,26.0,21.0,21.0
23841,Milla Jovovich,1975-12-17,Shawn Andrews ( m.  1992; annulled 1992) Luc Besson ( m.  1997;  div.  1999) Paul W. S. Anderson  ( m.  2009),2,,"
 Actress 
 model 
 musician 
","Kiev ,  Ukrainian SSR ,  Soviet Union",,"Littleton ,  Massachusetts , U.S.",,,,,43.384874432739885,,"['Shawn Andrews', 'Luc Besson', 'Paul W S Anderson']","[1992, 1997, 2009]","[1992, 1999]",,,,2.0,,"['Shawn Andrews', 'Luc Besson', 'Paul W S Anderson']",3.0,,,3.0,,u8vxn84,drt1uxt,20000000.0,11.0,,F,1.0,1992.0,1992.0,,,17.0,17.0,,
23842,Elaine Joyce,1945-12-19,Bobby Van ( m.  1968; died 1980) John Levoff ( m.  1985;  div.  1992) Neil Simon ( m.  1999; died 2018),2,,Actress,"Kansas City, Missouri , U.S.",1928-12-06,"The Bronx , New York, U.S.","Actor, singer, dancer, game show host",Diane Garrett ( m.  1952;  div.  1962) Elaine Joyce  ( m.  1968),2,17.035257397482493,73.378645694299,90.41390309178148,"['Bobby Van', 'John Levoff', 'Neil Simon']","[1968, 1985, 1999]",[1992],"['Diane Garrett', 'Elaine Joyce']","[1952, 1968]",[1962],2.0,2.0,"['Bobby Van', 'John Levoff', 'Neil Simon']",3.0,"['Diane Garrett', 'Elaine Joyce']",2.0,1.0,6.0,9yuwrvc,dr72r5t,20000000.0,11.0,11.0,F,1.0,1968.0,1992.0,1952.0,1952.0,23.0,47.0,24.0,24.0
23843,Ella Joyce,1954-06-12,Dan Martin  ( m.  1992),,Cass Technical High SchoolEastern Michigan University,"Actress , author, acting coach, consultant","Chicago, Illinois , U.S.",1951-12-22,,Actor,Ella Joyce  (m. 1992),,2.4723300273106226,64.8993476936556,67.3716777209662,['Dan Martin'],[1992],,['Ella Joyce'],[1992],,,,['Dan Martin'],1.0,['Ella Joyce'],1.0,6.0,1.0,dp3wjzt,,,5.0,0.0,F,0.0,1992.0,,1992.0,1992.0,38.0,,41.0,41.0
23844,Ashley Judd,1968-04-19,Dario Franchitti ( m.  2001;  div.  2013),,"University of Kentucky (BA)Harvard University (MPA)University of California, Berkeley","
 Actress 
 activist 
","Los Angeles ,  California , U.S.",,,,,,,51.045538238293744,,['Dario Franchitti'],[2001],[2013],,,,,,['Dario Franchitti'],1.0,,,2.0,,9q5ctr1,,,3.0,,F,1.0,2001.0,2013.0,,,33.0,45.0,,
23846,Jane Kaczmarek,1955-12-21,Bradley Whitford ( m.  1992;  div.  2010),3,"University of Wisconsin, Madison (BA)Yale University (MFA)",Actress,"Milwaukee ,  Wisconsin , U.S.",1959-10-10,"Madison, Wisconsin , U.S.",Actor,Jane Kaczmarek ( m.  1992;  div.  2010),3,-3.8029528327070374,63.37433349076298,59.57138065805595,['Bradley Whitford'],[1992],[2010],['Jane Kaczmarek'],[1992],[2010],3.0,3.0,['Bradley Whitford'],1.0,['Jane Kaczmarek'],1.0,1.0,1.0,dp9kzdu,dp8mj9h,625441.0,11.0,9.0,F,1.0,1992.0,2010.0,1992.0,1992.0,37.0,55.0,33.0,33.0
23847,Madeline Kahn,1942-09-29,John Hansbury ( m.   1999 ),,,"Actress, singer, comedian, voice over artist","Boston ,  Massachusetts , U.S.",,,,,,,76.60116224152445,,['John Hansbury'],[1999],,,,,,,['John Hansbury'],1.0,,,6.0,,drt2zp2,,,9.0,,F,0.0,1999.0,,,,57.0,,,
23848,Bianca Kajlich,1977-03-26,Landon Donovan ( m.  2006;  div.  2010) Michael Catherwood  ( m.  2012),1,,Actress,"Seattle, Washington , U.S.",,,,,,,42.11174767449024,,"['Landon Donovan', 'Michael Catherwood']","[2006, 2012]",[2010],,,,1.0,,"['Landon Donovan', 'Michael Catherwood']",2.0,,,1.0,,c23nb62,,,3.0,,F,1.0,2006.0,2010.0,,,29.0,33.0,,
23851,Melina Kanakaredes,1967-04-23,Peter Constantinides ( m.  1992),2,,Actress,"Akron, Ohio , United States",,,,,,,52.03666057482358,,['Peter Constantinides'],[1992],,,,,2.0,,['Peter Constantinides'],1.0,,,1.0,,dpq18yx,,,4.0,,F,0.0,1992.0,,,,25.0,,,
23857,Jane Kean,1923-04-10,Dick Linkroum ( m.  1962–1969) Joe Hecht ( m.  1970–2005),,,"Actress, singer","Hartford, Connecticut , U.S.",,,,,,,96.07315687522673,,"['Dick Linkroum', 'Joe Hecht']","[1962, 1970]",,,,,,,"['Dick Linkroum', 'Joe Hecht']",2.0,,,2.0,,drkmd70,,,3.0,,F,1.0,1962.0,,,,39.0,,,
23858,Staci Keanan,1975-06-06,Guy Birtwhistle ( m.  2017),,,Actress (1987–2012) Attorney (2013–present),"Devon, Pennsylvania , US",,,,,,,43.916028392095654,,['Guy Birtwhistle'],[2017],,,,,,,['Guy Birtwhistle'],1.0,,,4.0,,dr47gdu,,,5.0,,F,0.0,2017.0,,,,42.0,,,
23862,Catherine Keener,1959-03-23,Dermot Mulroney ( m.  1990;  div.  2007),1,,Actress,"Miami ,  Florida , U.S.",1963-10-31,"Alexandria, Virginia , U.S.",Actor,Catherine Keener ( m.  1990;  div.  2007) Tharita Cesaroni-Catulle ( m.  2008),3,-4.6078974927616585,60.12169996646064,55.51380247369898,['Dermot Mulroney'],[1990],[2007],"['Catherine Keener', 'Tharita Cesaroni Catulle']","[1990, 2008]",[2007],1.0,3.0,['Dermot Mulroney'],1.0,"['Catherine Keener', 'Tharita Cesaroni Catulle']",2.0,1.0,1.0,dhwfx1y,dqchyb0,5003530.0,3.0,10.0,F,1.0,1990.0,2007.0,1990.0,1990.0,31.0,48.0,27.0,27.0
23863,Sally Kellerman,1937-06-02,Rick Edelstein ( m.  1970;  div.  1972) Jonathan D. Krane ( m.  1980; his death 2016),3,,"Actress, singer, film producer, voice-over artist, activist, author","Long Beach, California , U.S.",,,,,,,81.92639137011712,,"['Rick Edelstein', 'Jonathan D Krane']","[1970, 1980]",[1972],,,,3.0,,"['Rick Edelstein', 'Jonathan D Krane']",2.0,,,8.0,,9q5bn7t,,,5.0,,F,1.0,1970.0,1972.0,,,33.0,35.0,,
23864,Sheila Kelley,1961-10-09,Richard Schiff  ( m.  1996),2,Hempfield Area High School,Actress,"Greensburg, Pennsylvania , U.S.",1955-05-27,"Bethesda, Maryland , U.S.","Actor, comedian",Sheila Kelley  ( m.  1996),2,6.371109605262258,57.57270854295434,63.94381814821659,['Richard Schiff'],[1996],,['Sheila Kelley'],[1996],,2.0,2.0,['Richard Schiff'],1.0,['Sheila Kelley'],1.0,1.0,2.0,dppmq09,dqcjv8v,5003530.0,9.0,5.0,F,0.0,1996.0,,1996.0,1996.0,35.0,,41.0,41.0
23866,Jean Louisa Kelly,1972-03-09,James Pitaro ( m.  1997),2,,"Actress, singer","Worcester, Massachusetts , U.S.",,,,,,,47.15771028837007,,['James Pitaro'],[1997],,,,,2.0,,['James Pitaro'],1.0,,,2.0,,drsbqje,,,2.0,,F,0.0,1997.0,,,,25.0,,,
23867,Lisa Robin Kelly,1970-03-05,Robert Joseph Gilliam ( m.  2012; her death 2013)   [1],,DePaul University (BFA),Actress,"Southington, Connecticut ,  U.S.",,,,,,,49.17007193850661,,['Robert Joseph Gilliam'],[2012],,,,,,,['Robert Joseph Gilliam'],1.0,,,1.0,,drkhtsk,,,2.0,,F,1.0,2012.0,,,,42.0,,,
23869,Moira Kelly,1968-03-06,Steve Hewitt ( m.  2000),2,,Actress,"Queens, New York , U.S.",,,,,,,51.16600614660123,,['Steve Hewitt'],[2000],,,,,2.0,,['Steve Hewitt'],1.0,,,1.0,,dr5x8y2,,,2.0,,F,0.0,2000.0,,,,32.0,,,
23874,Barbara Kent,1907-12-16,Harry E. Edington ( m.  1932; died 1949) Marc Monroe ( m.  1954; died 1998),,,Film actress,"Gadsby, Alberta , Canada",,,,,,,111.38900867232044,,"['Harry E Edington', 'Marc Monroe']","[1932, 1954]",,,,,,,"['Harry E Edington', 'Marc Monroe']",2.0,,,2.0,,c921e20,,,11.0,,F,1.0,1932.0,,,,25.0,,,
23875,Riley Keough,1989-05-29,Ben Smith-Petersen ( m.   2015 ),,,Model actress producer,"Santa Monica, California ,  U.S.",,,,,,,29.936275214412348,,['Ben Smith Petersen'],[2015],,,,,,,['Ben Smith Petersen'],1.0,,,3.0,,9q59x9j,,,5.0,,F,0.0,2015.0,,,,26.0,,,
23876,Joanna Kerns,1953-02-12,Richard Kerns ( m.  1976;  div.  1985) Marc Appleton ( m.  1994),,,"Actress, director","San Francisco ,  California , U.S.",,,,,,,66.22723259204501,,"['Richard Kerns', 'Marc Appleton']","[1976, 1994]",[1985],,,,,,"['Richard Kerns', 'Marc Appleton']",2.0,,,2.0,,9q8yyk8,,,1.0,,F,1.0,1976.0,1985.0,,,23.0,32.0,,
23877,Alicia Keys,1981-01-25,Swizz Beatz  ( m.  2010),2,,Singer-songwriter musician record producer philanthropist actress,"New York City , U.S.",1978-09-13,"New York , U.S.",Record producer disc jockey rapper songwriter entrepreneur,Mashonda ( m.  2004;  div.  2010) Alicia Keys  ( m.  2010),5,2.368289561045059,38.275939957699336,40.644229518744396,['Swizz Beatz'],[2010],,"['Mashonda', 'Alicia Keys']","[2004, 2010]",[2010],2.0,5.0,['Swizz Beatz'],1.0,"['Mashonda', 'Alicia Keys']",2.0,6.0,7.0,dr5regw,dr5regw,118.0,1.0,8.0,F,0.0,2010.0,,2004.0,2004.0,29.0,,26.0,26.0
23878,Margot Kidder,1948-10-17,"
 Thomas McGuane ( m.  1975;  div.  1977) 
 John Heard ( m.  1979;  div.  1980) 
 Philippe de Broca ( m.  1983;  div.  1984) 
",1,Havergal College,Actress activist,"Yellowknife ,  Northwest Territories ,  Canada",,,,,,,70.55038775607987,,"['Thomas McGuane', 'John Heard', 'Philippe de Broca']","[1975, 1979, 1983]","[1977, 1980, 1984]",,,,1.0,,"['Thomas McGuane', 'John Heard', 'Philippe de Broca']",3.0,,,2.0,,c7nem3m,,,9.0,,F,1.0,1975.0,1977.0,,,27.0,29.0,,
23879,Nicole Kidman,1967-06-20,Tom Cruise ( m.   1990 ;  div.   2001 ) Keith Urban  ( m.   2006 ),4,,"
 Actress 
 producer 
","Honolulu ,  Hawaii , U.S.",1962-07-03,"Syracuse, New York , U.S.","Actor, producer",Mimi Rogers ( m.   1987 ;  div.   1990 ) Nicole Kidman ( m.   1990 ;  div.   2001 ) Katie Holmes ( m.   2006 ;  div.   2012 ),3,4.963825403670165,51.877861968418244,56.8416873720884,"['Tom Cruise', 'Keith Urban']","[1990, 2006]",[2001],"['Mimi Rogers', 'Nicole Kidman', 'Katie Holmes']","[1987, 1990, 2006]","[1990, 2001, 2012]",4.0,3.0,"['Tom Cruise', 'Keith Urban']",2.0,"['Mimi Rogers', 'Nicole Kidman', 'Katie Holmes']",3.0,2.0,2.0,87z9pyg,dr9ughx,20000000.0,5.0,6.0,F,1.0,1990.0,2001.0,1987.0,1987.0,23.0,34.0,25.0,25.0
23881,Adrienne King,1955-07-21,Richard Hassanein ( m.  1987),,Royal Academy of Dramatic Art,Actress winemaker painter,"Oyster Bay ,  New York , U.S.",,,,,,,63.793233262832224,,['Richard Hassanein'],[1987],,,,,,,['Richard Hassanein'],1.0,,,3.0,,dr78qxr,,,6.0,,F,0.0,1987.0,,,,32.0,,,
23882,Jaime King,1979-04-23,Kyle Newman  ( m.  2007),2,,"Actress ,  model","Omaha, Nebraska , U.S.",1976-03-16,"Morristown ,  New Jersey ,  U.S.","Film director ,  producer ,  screenwriter ,  editor ,  author",Jaime King  (m. 2007),2,3.1020486389179798,40.036414163192944,43.13846280211093,['Kyle Newman'],[2007],,['Jaime King'],[2007],,2.0,2.0,['Kyle Newman'],1.0,['Jaime King'],1.0,3.0,10.0,9z7f8yw,dr7014u,20000000.0,4.0,2.0,F,0.0,2007.0,,2007.0,2007.0,28.0,,31.0,31.0
23885,Regina King,1971-01-15,"Ian Alexander, Sr. ( m.  1997;  div.  2007)",1,,Actress television director,"Los Angeles, California ,  United States",,,,,,,48.30489332429824,,['Ian Alexander Sr'],[1997],[2007],,,,1.0,,['Ian Alexander Sr'],1.0,,,3.0,,9q5ctr1,,,0.0,,F,1.0,1997.0,2007.0,,,26.0,36.0,,
